arm,seed,i,cls,offset,heading,mL,mR,mc,n_base,adj,flags
A,42,744,two_row,0.1723734823896943,8.542416521227455,-0.04215844287140911,0.3425742996912962,0.15020792840994354,18,1,steep_slope|slope_mismatch
A,42,745,two_row,0.3624696704475482,1.5029583091808494,-0.07643377638424154,0.12890895494212093,0.026237589278939696,15,0,slope_mismatch
A,42,746,two_row,0.292850201491266,0.2880133580623345,-0.08800807365143347,0.09806172110770352,0.005026823728135024,18,1,
A,42,747,two_row,-0.046041219485245644,5.602456379792346,-0.04371850928879116,0.2399067923863147,0.09809414154876178,16,1,slope_mismatch
A,42,748,two_row,-0.07731419239834159,4.026582277913695,-0.071911962185716,0.2126980501260889,0.07039304397018645,16,1,slope_mismatch
A,42,749,two_row,0.081913682801107,-2.94242261245496,-0.15068657757928133,0.04788626368211522,-0.05140015694858306,15,0,
A,42,750,two_row,-0.13179468526595417,1.4651735837712705,-0.15313421609612057,0.20428957359862882,0.02557767875125412,13,0,slope_mismatch
A,42,751,two_row,-0.07771468078622257,-1.502362692037081,-0.16484809795497074,0.11239372466462537,-0.026227186645172686,13,0,slope_mismatch
A,42,752,two_row,-0.1830541005582167,0.8852890710156077,-0.1250515896762598,0.15595646736645152,0.015452438845095867,14,0,slope_mismatch
A,42,753,two_row,-0.0448459891583447,-1.0638587285985535,-0.10884621777354962,0.07170627431603364,-0.01856997172875799,13,0,
A,42,754,two_row,-0.007044877691808615,-2.8019746270649244,-0.17461721310442252,0.07673180178357626,-0.04894270566042313,16,0,slope_mismatch
A,42,755,two_row,0.07898007566671328,-2.560347407626564,-0.18881425107265995,0.09938172988219665,-0.04471626059523165,14,0,slope_mismatch
A,42,756,two_row,-0.05501322051371649,-0.03597702251484877,-0.16948039188206132,0.16822455672111444,-0.0006279175804734388,14,0,slope_mismatch
A,42,757,two_row,-0.07921067558900152,0.4802642392218179,-0.10101475914358357,0.11777953629092598,0.008382388573671205,14,0,slope_mismatch
A,42,758,two_row,-0.06361433614738232,-0.05581599634424935,-0.11683434513465153,0.11488599869533968,-0.0009741732196559272,12,0,slope_mismatch
A,42,759,two_row,0.033850101657254994,-2.3961694826164415,-0.11499621051108147,0.031305319217447274,-0.041845445646817095,14,0,
A,42,760,two_row,0.05845418596980756,-2.776795591286707,-0.13915754400874517,0.04215313329027495,-0.04850220535923511,14,0,
A,42,761,two_row,-0.09564728717379622,-0.8626879190997137,-0.12041436937997893,0.0902986043308709,-0.015057882524554013,18,0,slope_mismatch
A,42,762,two_row,-0.05719041477967013,1.916291856898701,-0.08787156965625828,0.1547877271713015,0.0334580787575216,19,1,slope_mismatch
A,42,763,two_row,-0.08169232466897247,2.5300883070208906,-0.07859800602043097,0.16697219823499487,0.04418709610728195,18,1,slope_mismatch
A,42,764,two_row,-0.08341086182252949,3.1486235070435145,-0.09182447237435369,0.20184293806801268,0.055009232846829494,14,0,slope_mismatch
A,42,765,two_row,-0.10596461577840632,4.351004526068598,-0.09342838925099464,0.24559972442310157,0.07608566758605347,14,0,slope_mismatch
A,42,766,two_row,-0.03846000621552648,1.9532907682546246,-0.08796210170088914,0.156171238743944,0.034104568521527434,15,0,slope_mismatch
A,42,767,two_row,-0.07426602047849767,4.009209888232278,-0.07010741795294402,0.21028410320865434,0.07008834262785515,12,0,slope_mismatch
A,42,768,two_row,-0.07016835477583216,3.843483679556577,-0.08221465726666577,0.21657915083314422,0.06718224678323922,14,0,slope_mismatch
A,42,769,two_row,0.0004642657200254474,1.2523768144921037,-0.07234397671942719,0.1160671380177504,0.021861580649161605,16,0,
A,42,770,two_row,0.006669323126533899,2.0347702576854445,-0.09939697553061103,0.1704537314448826,0.03552837795713579,14,0,slope_mismatch
A,42,771,two_row,0.013119261053088416,2.311218579853274,-0.09345008172936715,0.17417061678180393,0.04036026752621839,15,0,slope_mismatch
A,42,772,two_row,0.006068129797393296,3.633285838442435,-0.05338041107960519,0.1803762823823207,0.06349793565135775,12,0,slope_mismatch
A,42,773,two_row,0.014442702895453241,2.735174567356894,-0.0959686882860043,0.1915168844720549,0.0477740980930253,16,0,slope_mismatch
A,42,774,two_row,0.01659206817794967,2.9985720235549134,-0.08869495251157822,0.19346052845652692,0.05238278797247435,16,0,slope_mismatch
A,42,775,two_row,0.05520687185337203,2.297350848860569,-0.120052548619287,0.20028822473272723,0.04011783805672011,17,0,slope_mismatch
A,42,776,two_row,0.052209555444836964,2.7482805131180066,-0.09914063983367832,0.19514736899356888,0.04800336457994528,15,0,slope_mismatch
A,42,777,two_row,0.08265256704276969,1.466908754751833,-0.14245491611714625,0.19367088218525164,0.025607983034052692,17,0,slope_mismatch
A,42,778,two_row,0.09977603817298897,1.5062648247663932,-0.13065210978650132,0.18324278714270015,0.02629533867809941,18,0,slope_mismatch
A,42,779,two_row,0.0548673855080295,2.58478796118512,-0.0961397769460505,0.1864271566390627,0.0451436898465061,15,0,slope_mismatch
A,42,780,two_row,0.09490122006582569,1.8477695420164868,-0.09902305897741756,0.1635447535775908,0.03226084730008662,16,0,slope_mismatch
A,42,781,two_row,0.14217373700882957,1.3307235253421326,-0.1291025811313448,0.17556194910242534,0.023229683985540275,17,0,slope_mismatch
A,42,782,two_row,0.09780627186715146,2.003058718962641,-0.09492428081303646,0.1648727196305711,0.03497421940876732,19,0,slope_mismatch
A,42,783,two_row,0.1340488895037193,1.700363772573701,-0.1183094086687907,0.1776807321783096,0.02968566175475945,17,0,slope_mismatch
A,42,784,two_row,0.15124145708246378,1.1956076460165936,-0.1229368835393529,0.1646775222525792,0.020870319356613147,14,0,slope_mismatch
A,42,785,two_row,0.1027700577706065,1.9199616741480412,-0.10655135119842768,0.17359575317790416,0.03352220098973824,17,0,slope_mismatch
A,42,786,two_row,0.10827622172075535,2.196018854243942,-0.0920115433655376,0.16870462041045642,0.03834653852245941,15,0,slope_mismatch
A,42,787,two_row,0.13015732403864233,1.416186207164945,-0.11437910008551463,0.16382339386198896,0.024722146888237165,14,0,slope_mismatch
A,42,788,two_row,0.11068163960217925,1.6374024488258119,-0.10396544471982903,0.1611371375416137,0.02858584641089234,16,0,slope_mismatch
A,42,789,two_row,0.08550764880142303,2.3343265789302317,-0.11475416660760135,0.19628265013707788,0.040764241764738265,14,0,slope_mismatch
A,42,790,two_row,0.16947408926056212,0.7596570725445464,-0.13680020592525946,0.1633187940330238,0.013259294053882167,21,1,slope_mismatch
A,42,791,two_row,0.17749164254876426,0.36611611211568007,-0.16449735053932427,0.17727738768336412,0.006390018572019929,18,0,slope_mismatch
A,42,792,two_row,0.17798069919300502,0.9547358736035673,-0.16357773403845124,0.19690738788479328,0.01666482692317102,15,0,slope_mismatch
A,42,793,two_row,0.21262797210715534,0.08750600468086102,-0.18962457005960742,0.1926791082284525,0.0015272690844225362,17,0,slope_mismatch
A,42,794,two_row,0.2218296028208509,0.15889340036580168,-0.19213407328347454,0.19768051349431576,0.0027732201054206096,15,0,slope_mismatch
A,42,795,two_row,0.1239306437767177,1.775130100775522,-0.13987825501402498,0.20186181828011232,0.03099178163304367,16,0,slope_mismatch
A,42,796,two_row,0.15777680914148906,1.3261565414395766,-0.15838032461743368,0.20468018904678922,0.023149932214677774,16,0,slope_mismatch
A,42,797,two_row,0.13989910084233648,1.7590566103997856,-0.12881656856028087,0.19023852713264722,0.030710979286183174,16,0,slope_mismatch
A,42,798,two_row,0.14880082934079342,1.5463655655658246,-0.13087402937538814,0.1848654805294044,0.026995725577008134,16,0,slope_mismatch
A,42,799,two_row,0.17732408147218287,1.0605315979301626,-0.14116639052863933,0.1781901552919502,0.018511882381655437,14,0,slope_mismatch
A,42,800,two_row,0.10204579533290015,2.1033039874484296,-0.13801664193260338,0.21146879894335208,0.03672607850537435,15,0,slope_mismatch
A,42,801,two_row,0.18648726077954336,0.45795972092967735,-0.17801464709962603,0.19400079747777513,0.00799307518907455,18,0,slope_mismatch
A,42,802,two_row,0.244409092928067,-0.8110630618686325,-0.1751968125618155,0.14688347961099577,-0.014156666475409863,18,0,slope_mismatch
A,42,803,two_row,0.22736965996051622,-0.05694274514826976,-0.16311782653372062,0.16113014910337847,-0.000993838715171072,17,0,slope_mismatch
A,42,804,two_row,0.18864325468310883,0.3911936982003015,-0.15400271337314303,0.167658161656234,0.006827724141545491,13,0,slope_mismatch
A,42,805,two_row,0.19768559156329235,0.28529962523144653,-0.1762951308813307,0.18625404882059082,0.004979458969630063,16,0,slope_mismatch
A,42,806,two_row,0.3187080118776853,-1.202584867739349,-0.1799628462000777,0.1379785497994272,-0.020992148200325245,14,0,slope_mismatch
A,42,807,two_row,0.19893220653507226,0.05215896630135625,-0.18549900500348018,0.18731969689922465,0.000910345947872232,19,0,slope_mismatch
A,42,808,two_row,0.26243203049738073,0.056224724895394186,-0.17462752880713955,0.17659014257801944,0.0009813068854399448,15,0,slope_mismatch
A,42,809,two_row,0.14095128902613752,4.20289691855171,-0.2081910212983713,0.3551635077190701,0.07348624321034941,13,0,steep_slope|slope_mismatch
A,42,810,two_row,0.23060420349688493,-0.5071027923919741,-0.21125838761707966,0.19355669865716404,-0.008850844479957806,17,0,slope_mismatch
